StudentID,Age,Attendance,StudyHours,Marks
2630,22,73,3,68
2631,20,56,5,69
2632,24,99,8,71
2633,20,89,10,89
2634,24,62,4,91
2635,21,66,8,72
2636,20,86,7,45
2637,21,53,2,92
2638,23,88,6,76
2639,23,82,6,35
2640,20,89,1,78
2641,23,85,6,63
2642,24,69,8,42
2643,22,92,6,40
2644,24,76,4,46
2645,22,86,9,40
2646,23,55,3,86
2647,18,54,3,80
2648,21,51,3,93
2649,22,60,6,67
2650,24,96,9,85
2651,24,100,8,56
2652,18,95,6,52
2653,23,53,5,50
2654,19,53,10,36
2655,22,69,6,99
2656,24,59,3,46
2657,21,92,8,94
2658,21,58,5,35
2659,20,72,2,99
2660,19,50,8,47
2661,22,63,10,40
2662,18,56,3,88
2663,22,95,6,90
2664,20,54,5,89
2665,18,73,5,96
2666,21,62,1,53
2667,19,95,1,52
2668,19,76,1,45
2669,20,69,9,46
2670,18,78,2,61
2671,18,76,1,67
2672,22,94,5,92
2673,23,99,7,45
2674,19,83,2,44
2675,18,87,4,38
2676,21,85,2,71
2677,20,80,3,57
2678,19,96,6,65
2679,21,77,1,50
2680,18,51,7,94
2681,22,94,8,64
2682,22,75,2,57
2683,23,95,5,85
2684,19,84,10,50
2685,20,56,8,90
2686,18,90,8,93
2687,18,69,2,44
2688,24,50,1,90
2689,19,96,10,98
2690,22,97,5,88
2691,20,87,3,51
2692,18,86,8,69
2693,23,92,7,86
2694,23,96,6,99
2695,20,91,3,93
2696,21,64,4,65
2697,24,52,7,96
2698,21,90,4,88
2699,19,52,5,41
2700,21,75,2,46
2701,19,62,1,49
2702,22,83,4,89
2703,21,76,5,38
2704,24,76,9,89
2705,21,74,8,98
2706,20,58,8,54
2707,18,75,5,71
2708,24,93,10,65
2709,20,70,7,69
2710,23,64,8,58
2711,20,92,2,52
2712,24,61,8,47
2713,24,64,6,96
2714,22,81,5,52
2715,24,85,5,77
2716,23,85,9,86
2717,23,70,5,76
2718,21,94,10,41
2719,22,96,4,73
2720,22,76,4,74
2721,24,73,4,41
2722,23,72,3,94
2723,18,54,5,66
2724,20,73,7,57
2725,20,71,7,68
2726,22,72,1,67
2727,20,99,10,53
2728,22,65,8,63
2729,22,75,7,51
2730,19,74,8,71
2731,22,86,1,80
2732,19,61,5,97
2733,23,50,1,90
2734,21,73,7,57
2735,21,67,2,86
2736,24,98,10,55
2737,18,65,6,78
2738,20,85,8,58
2739,21,69,1,37
2740,24,74,3,37
2741,22,68,3,58
2742,21,52,8,96
2743,19,97,1,63
2744,19,95,3,49
2745,21,60,9,72
2746,20,51,3,53
2747,21,61,3,99
2748,18,91,2,88
2749,18,61,3,37
2750,19,50,7,74
2751,23,54,1,88
2752,22,63,10,73
2753,19,58,9,47
2754,23,54,10,73
2755,22,79,6,38
2756,21,100,9,49
2757,24,67,5,73
2758,20,51,2,47
2759,19,77,9,82
2760,23,99,10,98
2761,18,99,3,49
2762,21,66,4,94
2763,20,88,9,73
2764,22,84,3,79
2765,20,96,1,78
2766,22,62,6,57
2767,19,50,2,58
2768,19,98,3,41
2769,18,51,7,89
2770,19,78,1,77
2771,24,92,5,98
2772,20,65,5,49
2773,24,80,5,66
2774,18,71,5,47
2775,19,65,7,68
2776,23,63,9,74
2777,18,68,1,37
2778,24,65,10,58
2779,21,60,10,62
2780,18,74,5,45
2781,19,56,9,49
2782,22,69,7,36
2783,23,83,6,37
2784,23,85,3,39
2785,24,60,9,45
2786,24,92,6,48
2787,19,91,2,40
2788,18,100,7,91
2789,20,57,1,96
2790,20,100,10,89
2791,22,84,8,69
2792,23,54,9,96
2793,20,66,3,97
2794,21,58,4,87
2795,20,59,6,61
2796,23,98,9,51
2797,22,66,3,47
2798,19,82,9,72
2799,19,65,6,93
2800,20,84,3,86
2801,20,93,6,38
2802,19,91,4,57
2803,20,66,7,94
2804,24,53,5,56
2805,24,63,3,49
2806,24,85,1,98
2807,19,59,3,100
2808,18,94,4,89
2809,21,81,4,60
2810,24,89,10,62
2811,21,100,7,57
2812,24,74,1,91
2813,18,59,7,74
2814,22,81,10,61
2815,22,82,3,54
2816,18,93,10,54
2817,22,66,7,66
2818,21,94,10,56
2819,22,89,5,56
2820,22,97,4,81
2821,19,76,9,79
2822,22,80,2,72
2823,21,50,2,76
2824,23,96,10,100
2825,24,82,7,50
2826,23,84,2,85
2827,24,58,6,81
2828,22,68,6,77
2829,23,88,3,95
2830,21,74,9,80
2831,22,54,7,44
2832,19,88,7,63
2833,20,95,9,90
2834,23,92,8,66
2835,19,89,5,72
2836,23,50,1,68
2837,19,63,2,79
2838,19,85,6,39
2839,19,99,3,52
2840,22,84,5,56
2841,21,100,6,83
2842,24,89,8,39
2843,21,80,8,97
2844,19,93,2,60
2845,19,64,1,54
2846,19,72,7,99
2847,19,78,1,100
2848,18,82,7,100
2849,20,98,2,62
2850,21,66,9,75
2851,22,77,2,96
2852,19,89,2,42
2853,21,90,10,39
2854,18,52,3,55
2855,24,71,2,97
2856,24,77,1,53
2857,22,69,8,35
2858,20,70,5,53
2859,21,84,1,66
2860,23,84,4,68
2861,21,87,3,98
2862,21,95,7,44
2863,24,81,1,70
2864,18,88,6,72
2865,24,92,10,77
2866,19,73,3,79
2867,23,71,1,55
2868,18,68,9,57
2869,20,87,5,94
2870,24,91,5,35
2871,19,92,3,73
2872,24,81,2,47
2873,18,63,3,52
2874,21,86,10,43
2875,24,86,9,46
2876,21,80,7,80
2877,22,72,6,95
2878,22,57,5,48
2879,23,96,5,53
2880,20,50,10,49
2881,18,94,5,60
2882,23,81,3,87
2883,20,85,8,47
2884,18,98,8,64
2885,23,78,6,48
2886,24,85,5,85
2887,19,60,2,87
2888,20,71,3,65
2889,21,85,3,52
2890,20,77,5,87
2891,20,70,6,55
2892,23,64,6,56
2893,23,70,2,85
2894,24,94,2,96
2895,24,56,2,42
2896,21,61,5,37
2897,23,86,8,36
2898,23,90,10,51
2899,20,98,8,64
2900,20,69,3,56
2901,18,54,3,38
2902,22,77,3,62
2903,20,86,4,80
2904,24,91,2,90
2905,21,96,10,83
2906,24,84,4,46
2907,22,99,1,69
2908,22,97,8,99
2909,22,63,6,77
2910,21,96,2,98
2911,19,69,2,67
2912,24,63,2,36
2913,22,80,5,88
2914,24,56,6,40
2915,18,78,10,59
2916,22,98,5,95
2917,22,87,10,92
2918,22,86,6,51
2919,18,58,9,65
2920,22,66,9,44
2921,23,58,6,100
2922,22,54,3,38
2923,19,50,4,91
2924,23,52,8,74
2925,24,56,1,87
2926,24,84,4,39
2927,18,96,1,74
2928,22,63,7,80
2929,23,66,1,40
2930,22,79,9,91
2931,20,53,1,51
2932,20,52,9,90
2933,20,88,10,72
2934,24,61,1,97
2935,19,71,3,81
2936,19,54,9,64
2937,24,62,8,70
2938,22,63,10,40
2939,18,91,7,99
2940,20,83,6,48
2941,23,54,9,68
2942,24,84,2,59
2943,18,85,3,51
2944,23,66,1,93
2945,19,89,2,100
2946,23,84,6,40
2947,21,84,3,60
2948,19,58,3,45
2949,19,58,1,57
2950,18,56,8,50
2951,20,91,2,55
2952,24,66,4,100
2953,18,97,1,98
2954,20,65,9,65
2955,19,53,2,42
2956,24,55,3,43
2957,20,74,1,59
2958,19,98,7,63
2959,23,88,2,57
2960,18,52,3,96
2961,20,54,10,44
2962,24,92,6,40
2963,20,56,4,48
2964,18,79,2,97
2965,20,82,9,74
2966,24,96,10,52
2967,22,79,10,69
2968,24,85,6,83
2969,18,73,7,65
2970,22,59,1,88
2971,19,67,3,97
2972,18,55,4,78
2973,24,67,4,98
2974,24,52,6,43
2975,18,64,10,75
2976,24,95,10,59
2977,24,83,9,98
2978,18,68,3,94
2979,21,60,5,53
2980,24,76,2,67
2981,18,58,3,89
2982,20,80,2,61
2983,24,63,5,42
2984,23,79,1,71
2985,21,94,3,52
2986,23,97,7,90
2987,19,83,4,82
2988,18,68,6,96
2989,20,75,8,75
2990,24,69,5,49
2991,24,91,10,72
2992,21,64,6,56
2993,18,54,8,53
2994,19,93,9,79
2995,24,64,7,100
2996,22,64,8,49
2997,22,70,7,65
2998,20,81,5,81
2999,20,71,6,53
3000,23,73,5,58
3001,18,93,5,74
3002,19,92,7,61
3003,20,55,4,48
3004,20,56,8,48
3005,20,71,7,92
3006,23,98,10,61
3007,19,66,4,84
3008,19,85,9,65
3009,18,72,8,72
3010,18,90,7,61
3011,19,94,10,100
3012,18,96,8,68
3013,21,78,1,50
3014,22,57,9,45
3015,24,88,7,66
3016,18,56,4,51
3017,18,66,8,99
3018,18,58,3,74
3019,20,63,2,66
3020,18,96,5,61
3021,24,52,10,86
3022,23,95,3,41
3023,23,68,5,35
3024,23,59,2,73
3025,21,95,2,84
3026,18,91,8,58
3027,18,88,10,39
3028,22,86,8,51
3029,24,77,4,37
3030,20,63,9,59
3031,20,65,1,40
3032,20,63,6,85
3033,18,53,7,100
3034,20,62,10,81
3035,24,87,8,96
3036,21,57,7,93
3037,24,89,4,82
3038,23,57,7,93
3039,18,94,6,85
3040,19,61,3,64
3041,18,61,5,65
3042,24,54,3,64
3043,22,90,4,38
3044,24,75,2,74
3045,24,81,6,46
3046,21,67,10,78
3047,24,69,2,72
3048,19,59,7,89
3049,21,99,10,59
3050,20,56,2,47
3051,20,97,4,35
3052,21,95,5,65
3053,24,73,7,61
3054,24,94,3,71
3055,24,63,7,41
3056,18,75,2,62
3057,20,88,3,80
3058,22,72,3,90
3059,21,67,9,39
3060,19,52,10,54
3061,19,64,10,68
3062,21,59,7,57
3063,18,60,9,78
3064,23,97,6,74
3065,19,72,4,95
3066,19,55,1,56
3067,22,99,3,87
3068,23,58,10,93
3069,20,68,4,37
3070,19,73,4,91
3071,19,90,7,88
3072,19,65,10,46
3073,22,76,2,80
3074,23,73,8,49
3075,24,87,7,58
3076,24,80,4,68
3077,20,84,2,75
3078,18,55,3,78
3079,21,86,7,39
3080,20,55,9,100
3081,19,98,7,94
3082,23,56,2,75
3083,24,74,4,35
3084,20,54,7,62
3085,19,58,10,90
3086,19,58,1,92
3087,22,53,5,82
3088,21,58,6,61
3089,24,100,1,97
3090,21,86,10,89
3091,20,58,1,70
3092,24,67,6,77
3093,19,59,4,45
3094,19,66,6,42
3095,18,91,7,98
3096,20,67,7,65
3097,24,97,6,63
3098,18,85,8,37
3099,23,65,7,72
3100,22,96,5,46
3101,21,83,9,88
3102,24,60,8,70
3103,20,90,10,59
3104,22,75,5,43
3105,18,99,7,83
3106,18,96,10,65
3107,23,97,5,43
3108,23,91,3,81
3109,18,83,1,96
3110,21,80,2,40
3111,22,95,4,90
3112,21,81,2,57
3113,23,97,2,74
3114,18,69,1,42
3115,18,60,4,52
3116,22,85,7,49
3117,24,100,10,92
3118,22,78,3,54
3119,24,53,4,40
3120,22,69,1,63
3121,23,52,3,64
3122,23,78,9,74
3123,19,98,1,82
3124,24,50,9,48
3125,22,68,5,35
3126,22,82,9,93
3127,23,72,1,66
3128,21,54,5,52
3129,20,93,9,64
3130,20,99,5,73
3131,24,97,5,87
3132,19,87,5,55
3133,24,79,3,55
3134,24,96,2,81
3135,18,83,4,61
3136,19,96,10,38
3137,24,66,1,54
3138,18,58,10,50
3139,19,99,3,72
3140,22,57,10,97
3141,24,90,8,73
3142,20,65,10,73
3143,22,66,1,84
3144,19,98,5,82
3145,24,75,1,62
3146,19,83,10,91
3147,24,80,7,65
3148,19,70,6,51
3149,24,57,7,47
3150,23,92,4,51
3151,21,98,4,63
3152,23,72,5,53
3153,22,76,10,45
3154,22,78,4,91
3155,18,53,7,49
3156,22,69,8,60
3157,22,95,6,70
3158,23,96,6,57
3159,23,100,6,35
3160,19,79,2,63
3161,23,94,5,62
3162,23,91,10,86
3163,18,73,3,56
3164,21,92,8,100
3165,23,72,1,81
3166,18,56,1,66
3167,23,57,6,57
3168,23,73,5,41
3169,19,86,3,97
3170,18,96,6,86
3171,18,91,5,58
3172,24,70,9,98
3173,24,87,10,74
3174,20,72,1,60
3175,24,53,8,89
3176,23,86,5,47
3177,23,79,8,73
3178,18,72,5,94
3179,20,99,8,47
3180,22,66,3,63
3181,21,69,10,56
3182,21,86,2,75
3183,21,59,7,67
3184,21,87,5,83
3185,24,92,1,75
3186,22,77,7,69
3187,23,63,3,36
3188,24,58,2,94
3189,22,80,2,53
3190,23,55,10,96
3191,23,56,7,76
3192,19,50,2,75
3193,19,51,2,53
3194,22,90,3,48
3195,22,55,2,90
3196,19,60,10,72
3197,20,79,2,44
3198,19,58,5,69
3199,19,70,3,59
3200,24,72,9,79
3201,18,98,5,92
3202,19,95,8,61
3203,19,66,6,100
3204,20,52,2,64
3205,24,57,4,84
3206,21,77,2,95
3207,19,58,9,91
3208,19,89,6,99
3209,19,90,4,49
3210,20,95,10,56
3211,19,59,7,76
3212,20,90,8,81
3213,21,58,1,58
3214,20,59,5,75
3215,23,97,10,70
3216,22,78,2,91
3217,19,59,6,86
3218,20,87,8,62
3219,24,79,6,60
3220,18,50,3,100
3221,22,67,8,79
3222,23,91,8,86
3223,21,84,1,88
3224,19,71,7,81
3225,23,97,4,62
3226,21,68,1,61
3227,22,81,8,74
3228,24,86,5,52
3229,20,90,4,47
3230,24,92,10,62
3231,23,62,3,44
3232,24,81,2,56
3233,18,79,10,63
3234,24,86,7,37
3235,24,93,9,87
3236,18,68,5,99
3237,18,95,1,94
3238,18,99,9,63
3239,21,88,3,91
3240,24,97,2,70
3241,22,50,5,95
3242,19,85,8,73
3243,20,95,2,85
3244,19,82,7,83
3245,18,85,2,70
3246,19,93,4,90
3247,24,93,5,37
3248,20,59,1,56
3249,20,58,5,44
3250,22,80,7,53
3251,22,93,6,94
3252,24,74,6,59
3253,18,96,8,89
3254,21,60,8,36
3255,23,54,8,43
3256,19,70,4,45
3257,23,98,4,51
3258,20,93,6,96
3259,22,73,7,39
3260,21,86,6,92
3261,21,94,8,79
3262,21,56,7,90
3263,18,54,3,69
3264,19,100,5,49
3265,19,84,10,85
3266,23,72,7,68
3267,20,91,7,67
3268,23,62,8,55
3269,19,91,5,92
3270,23,99,9,53
3271,19,68,8,81
3272,24,81,2,79
3273,22,53,4,76
3274,19,72,2,64
3275,22,61,6,69
3276,20,80,10,49
3277,22,50,5,53
3278,24,83,10,64
3279,24,88,5,97
3280,24,56,8,68
3281,18,91,2,36
3282,20,87,1,79
3283,22,69,10,49
3284,20,94,1,99
3285,22,69,8,81
3286,19,82,3,68
3287,23,93,2,54
3288,22,96,10,72
3289,18,81,1,72
3290,24,76,8,44
3291,23,78,2,90
3292,24,77,3,73
3293,21,89,1,82
3294,19,86,5,65
3295,21,81,7,38
3296,19,67,2,45
3297,18,71,8,41
3298,22,93,6,84
3299,22,93,7,97
3300,22,63,7,43
3301,19,56,3,35
3302,24,97,5,71
3303,23,58,9,68
3304,21,64,6,86
3305,20,75,5,74
3306,21,82,2,56
3307,24,81,1,38
3308,22,98,5,83
3309,21,97,5,75
3310,20,100,7,80
3311,22,80,2,42
3312,22,96,1,60
3313,19,57,8,48
3314,21,77,8,38
3315,19,82,1,47
3316,20,70,3,62
3317,18,56,10,74
3318,23,89,10,83
3319,22,62,9,52
3320,22,99,3,59
3321,22,96,9,98
3322,22,68,2,40
3323,19,69,9,83
3324,21,93,10,52
3325,24,89,4,64
3326,20,63,1,78
3327,22,76,1,91
3328,20,95,10,71
3329,22,93,5,46
3330,20,100,7,50
3331,24,77,10,43
3332,19,88,9,78
3333,22,65,10,94
3334,18,61,5,94
3335,19,97,10,60
3336,18,73,6,44
3337,23,53,2,90
3338,18,65,8,89
3339,19,73,9,94
3340,19,91,5,40
3341,19,78,8,46
3342,19,51,1,43
3343,19,70,6,71
3344,23,96,6,70
3345,24,92,8,49
3346,18,64,10,46
3347,19,84,6,90
3348,20,88,4,65
3349,20,98,10,99
3350,23,99,1,58
3351,24,65,5,85
3352,18,98,8,49
3353,22,92,9,74
3354,19,93,8,89
3355,21,73,7,76
3356,21,81,6,58
3357,24,76,2,66
3358,21,77,8,64
3359,21,89,6,89
3360,19,95,5,35
3361,18,76,8,38
3362,20,75,1,76
3363,19,67,6,64
3364,24,98,2,95
3365,24,68,1,76
3366,19,99,10,45
3367,19,84,10,59
3368,20,96,5,51
3369,18,66,8,55
3370,21,70,7,98
3371,18,55,7,45
3372,23,98,4,98
3373,22,79,8,47
3374,22,58,8,84
3375,21,84,6,58
3376,18,89,9,74
3377,24,84,2,49
3378,20,97,7,63
3379,23,98,1,35
3380,23,98,4,93
3381,18,99,7,71
3382,20,97,8,81
3383,24,90,5,36
3384,22,98,1,73
3385,23,75,4,73
3386,19,62,4,65
3387,24,77,2,58
3388,22,85,4,78
3389,24,97,3,49
3390,18,88,6,90
3391,19,57,1,70
3392,19,98,5,39
3393,21,83,8,93
3394,21,92,5,73
3395,22,68,5,60
3396,24,88,6,81
3397,23,100,7,86
3398,24,65,5,98
3399,18,77,6,75
3400,20,85,1,57
3401,19,76,1,53
3402,21,52,9,36
3403,23,81,1,73
3404,21,79,7,37
3405,23,69,10,78
3406,23,96,4,71
3407,19,73,8,90
3408,22,81,7,85
3409,22,97,8,50
3410,18,69,3,78
3411,18,69,2,60
3412,19,98,5,77
3413,22,86,2,57
3414,24,83,6,90
3415,18,88,1,79
3416,23,70,10,98
3417,23,66,6,70
3418,21,70,7,97
3419,21,80,5,77
3420,19,80,10,65
3421,22,58,3,44
3422,21,89,5,89
3423,24,76,2,69
3424,21,86,4,92
3425,24,72,8,88
3426,21,88,8,71
3427,24,87,7,90
3428,20,58,10,88
3429,24,96,2,92
3430,18,77,7,72
3431,24,63,2,82
3432,24,75,2,98
3433,18,98,1,51
3434,21,97,3,92
3435,21,87,1,35
3436,21,57,8,38
3437,22,81,6,50
3438,18,59,3,82
3439,18,58,7,42
3440,22,59,10,64
3441,19,94,6,94
3442,22,92,3,52
3443,23,77,3,91
3444,20,89,9,81
3445,21,98,4,80
3446,19,52,10,35
3447,21,57,5,56
3448,24,96,5,81
3449,18,57,3,79
3450,23,88,5,65
3451,20,70,7,98
3452,19,85,9,71
3453,24,87,4,38
3454,24,79,7,72
3455,21,76,7,40
3456,22,100,10,86
3457,20,94,10,63
3458,19,80,8,42
3459,22,79,9,46
3460,18,65,8,52
3461,24,64,3,55
3462,19,99,5,77
3463,24,88,7,69
3464,19,58,10,46
3465,21,71,7,72
3466,20,81,3,48
3467,24,76,7,53
3468,18,53,6,87
3469,22,78,6,58
3470,18,79,4,85
3471,18,87,2,99
3472,18,73,4,75
3473,23,53,8,37
3474,22,60,9,73
3475,21,58,1,83
3476,20,69,1,68
3477,24,83,2,38
3478,21,81,5,37
3479,20,57,6,81
3480,18,52,4,59
3481,18,90,10,94
3482,19,70,4,93
3483,20,93,1,85
3484,24,82,1,53
3485,21,97,2,95
3486,18,58,5,70
3487,19,61,1,75
3488,24,57,9,86
3489,24,66,7,64
3490,22,65,6,98
3491,21,61,5,62
3492,23,84,8,73
3493,20,63,3,69
3494,21,59,9,87
3495,24,88,10,86
3496,23,62,1,37
3497,19,100,4,95
3498,20,88,2,67
3499,19,84,1,76
3500,22,95,2,59
3501,20,84,9,96
3502,21,63,2,64
3503,21,100,6,99
3504,21,76,8,85
3505,24,97,2,68
3506,20,68,8,37
3507,22,61,10,44
3508,23,93,1,85
3509,20,77,3,57
3510,24,61,3,48
3511,21,75,8,45
3512,24,60,9,55
3513,19,88,10,89
3514,21,66,5,95
3515,24,93,8,92
3516,19,53,1,76
3517,18,68,4,54
3518,22,90,8,64
3519,22,85,6,75
3520,20,60,8,66
3521,21,57,3,82
3522,22,93,1,46
3523,24,99,5,62
3524,20,79,5,78
3525,21,100,1,99
3526,24,96,8,90
3527,19,80,10,69
3528,20,57,10,49
3529,23,92,6,100
3530,23,58,3,99
3531,19,57,6,65
3532,22,66,2,76
3533,18,71,9,73
3534,18,57,8,42
3535,19,76,6,93
3536,18,82,10,60
3537,20,100,3,72
3538,19,78,4,43
3539,24,93,3,65
3540,21,99,4,94
3541,21,55,8,74
3542,23,100,6,67
3543,22,59,3,92
3544,24,54,9,35
3545,23,88,9,59
3546,20,68,6,77
3547,19,60,4,65
3548,20,79,3,36
3549,22,56,8,37
3550,20,90,8,83
3551,21,68,10,54
3552,18,87,6,98
3553,20,79,5,89
3554,21,81,2,37
3555,18,61,10,95
3556,24,93,5,62
3557,24,51,8,60
3558,22,59,1,66
3559,22,88,9,90
3560,23,76,7,98
3561,20,69,7,76
3562,21,94,1,74
3563,20,88,9,80
3564,20,90,6,55
3565,20,85,4,91
3566,19,90,6,67
3567,24,71,5,37
3568,18,87,8,93
3569,22,50,2,93
3570,23,71,4,60
3571,24,92,4,88
3572,20,67,8,58
3573,24,89,7,98
3574,21,86,6,74
3575,22,87,3,85
3576,24,50,10,50
3577,22,74,8,88
3578,24,65,1,86
3579,20,82,8,87
3580,20,86,1,78
3581,24,69,2,35
3582,23,96,5,78
3583,23,71,3,79
3584,23,90,8,36
3585,22,85,6,73
3586,22,56,8,42
3587,19,67,6,51
3588,18,54,5,48
3589,23,72,9,69
3590,18,83,8,89
3591,22,75,4,88
3592,20,88,9,61
3593,20,65,6,69
3594,22,64,9,67
3595,18,53,2,91
3596,21,83,6,99
3597,18,90,4,47
3598,21,81,7,45
3599,21,93,7,46
3600,24,80,9,67
3601,22,73,1,76
3602,23,61,1,49
3603,23,54,6,66
3604,23,63,1,40
3605,23,67,3,55
3606,18,58,1,92
3607,20,72,3,42
3608,18,100,5,53
3609,20,73,9,99
3610,19,100,8,41
3611,22,70,10,95
3612,23,55,6,55
3613,21,67,5,98
3614,18,76,1,50
3615,24,63,5,75
3616,22,50,10,60
3617,22,50,8,84
3618,18,58,10,100
3619,21,68,4,35
3620,19,57,2,46
3621,23,89,2,46
3622,19,70,7,41
3623,22,96,3,75
3624,24,99,9,44
3625,20,93,7,84
3626,20,97,3,40
3627,20,84,5,81
3628,20,63,8,37
3629,23,61,8,58
3630,24,62,4,40
3631,18,95,7,69
3632,22,66,3,61
3633,19,52,2,47
3634,24,59,2,81
3635,20,75,6,35
3636,22,57,4,94
3637,19,99,1,43
3638,24,88,7,55
3639,18,85,3,72
3640,24,97,7,44
3641,19,90,5,39
3642,22,58,3,60
3643,18,77,7,57
3644,24,96,7,96
3645,24,100,8,99
3646,18,64,2,45
3647,24,53,3,99
3648,19,77,9,68
3649,20,54,7,60
3650,21,53,5,45
3651,20,69,6,73
3652,22,51,2,55
3653,24,82,1,99
3654,23,68,9,37
3655,19,96,7,74
3656,21,66,9,56
3657,21,65,6,61
3658,24,96,4,42
3659,23,93,5,51
3660,21,94,6,85
3661,23,66,3,85
3662,23,66,9,45
3663,18,99,10,48
3664,20,57,6,69
3665,24,91,2,96
3666,22,93,10,99
3667,20,77,10,80
3668,20,70,2,66
3669,18,96,4,82
3670,20,51,9,94
3671,18,83,8,40
3672,24,63,8,100
3673,20,94,4,87
3674,19,95,1,55
3675,20,53,8,43
3676,21,94,3,98
3677,23,51,5,39
3678,23,86,1,76
3679,22,62,6,50
3680,22,69,2,50
3681,21,86,1,40
3682,23,89,9,44
3683,24,94,8,57
3684,24,72,8,77
3685,20,69,4,81
3686,23,89,6,78
3687,24,78,6,40
3688,21,97,5,47
3689,20,85,3,71
3690,22,80,3,37
3691,18,86,2,43
3692,23,87,4,96
3693,22,76,5,51
3694,24,91,7,79
3695,18,71,4,85
3696,21,55,7,78
3697,20,51,2,38
3698,18,65,4,63
3699,19,99,4,41
3700,21,88,5,37
3701,18,61,8,56
3702,19,67,3,88
3703,19,77,7,90
3704,18,86,10,100
3705,22,51,6,47
3706,24,52,1,43
3707,18,82,2,66
3708,24,75,7,87
3709,23,73,5,64
3710,21,59,6,40
3711,24,82,3,93
3712,18,68,4,94
3713,21,94,8,64
3714,19,81,10,42
3715,21,85,2,85
3716,19,54,10,81
3717,20,81,6,69
3718,22,59,6,91
3719,21,61,7,60
3720,21,89,4,60
3721,22,84,1,42
3722,21,82,3,80
3723,23,81,1,58
3724,24,53,9,59
3725,22,95,9,81
3726,23,80,5,55
3727,20,59,9,78
3728,22,97,5,65
3729,24,90,5,52
3730,18,81,10,40
3731,20,95,8,75
3732,23,71,10,45
3733,20,66,3,92
3734,23,80,3,55
3735,24,91,10,80
3736,24,65,1,85
3737,18,79,9,64
3738,20,80,1,46
3739,23,76,10,84
3740,23,50,1,58
3741,18,71,4,69
3742,19,90,9,77
3743,20,50,4,100
3744,23,98,6,63
3745,20,84,4,66
3746,18,79,5,79
3747,23,58,10,72
3748,20,100,8,61
3749,23,70,10,40
3750,18,84,5,38
3751,21,97,7,98
3752,20,94,9,92
3753,21,61,4,58
3754,22,67,4,55
3755,24,59,2,49
3756,20,98,5,64
3757,23,74,4,54
3758,19,89,5,64
3759,24,74,10,76
3760,20,88,7,94
3761,19,79,6,58
3762,18,95,3,77
3763,21,80,5,60
3764,22,74,2,67
3765,18,59,7,96
3766,23,98,10,48
3767,18,59,6,80
3768,24,91,4,95
3769,19,55,5,69
3770,24,88,1,61
3771,23,89,1,87
3772,24,51,4,57
3773,19,60,5,52
3774,18,73,3,50
3775,19,90,6,78
3776,21,68,8,100
3777,20,53,3,39
3778,24,96,3,63
3779,22,91,1,90
3780,24,100,4,60
3781,19,62,7,92
3782,18,99,4,52
3783,23,56,3,63
3784,21,54,2,67
3785,21,55,4,68
3786,23,62,4,97
3787,23,57,2,42
3788,19,73,3,81
3789,22,66,6,80
3790,21,81,7,84
3791,24,97,1,47
3792,22,75,3,74
3793,18,85,3,57
3794,23,50,5,75
3795,22,96,1,71
3796,22,77,8,72
3797,20,59,2,88
3798,21,82,7,45
3799,22,82,3,45
3800,21,60,6,45
3801,19,98,4,49
3802,18,96,6,54
3803,23,79,9,43
3804,19,52,7,56
3805,20,89,10,82
3806,20,94,7,45
3807,19,82,5,63
3808,21,90,3,74
3809,22,92,6,81
3810,24,97,7,35
3811,24,93,9,44
3812,19,63,9,99
3813,24,52,2,88
3814,18,81,1,40
3815,24,81,2,98
3816,20,92,9,37
3817,22,68,9,96
3818,23,70,4,39
3819,21,93,2,84
3820,20,89,9,83
3821,18,55,4,78
3822,22,86,4,68
3823,19,55,7,99
3824,20,81,8,68
3825,24,74,6,80
3826,22,67,10,63
3827,18,81,2,87
3828,21,80,8,96
3829,19,59,1,95
3830,18,82,3,68
3831,24,87,9,60
3832,20,63,6,64
3833,21,89,9,76
3834,23,65,4,59
3835,19,75,4,72
3836,18,71,1,73
3837,18,89,10,42
3838,23,67,2,88
3839,23,68,8,47
3840,20,93,9,84
3841,24,63,7,59
3842,20,95,1,40
3843,19,77,3,91
3844,19,75,1,61
3845,22,53,10,41
3846,21,90,7,98
3847,23,74,8,64
3848,21,78,7,36
3849,20,76,4,86
3850,19,54,8,96
3851,23,71,1,67
3852,20,70,2,90
3853,20,86,8,93
3854,22,69,5,84
3855,23,54,9,97
3856,22,68,1,85
3857,19,50,7,66
3858,21,71,10,92
3859,18,96,9,92
3860,20,61,1,60
3861,24,60,8,82
3862,22,69,7,89
3863,24,86,1,44
3864,19,83,10,100
3865,19,84,9,44
3866,21,60,3,97
3867,21,67,1,86
3868,22,69,7,89
3869,21,92,1,41
3870,20,75,7,67
3871,23,51,4,76
3872,20,98,8,92
3873,24,80,5,81
3874,19,80,2,54
3875,20,96,5,73
3876,21,77,4,57
3877,22,52,10,100
3878,19,72,7,78
3879,20,69,3,76
3880,22,83,4,87
3881,19,89,8,69
3882,19,75,5,91
3883,24,80,3,40
3884,24,73,7,42
3885,19,60,8,90
3886,23,74,7,56
3887,22,100,10,97
3888,23,84,4,81
3889,24,85,8,97
3890,22,95,2,88
3891,24,77,7,93
3892,21,88,8,98
3893,18,86,3,36
3894,23,52,2,55
3895,23,89,7,50
3896,19,56,6,99
3897,18,55,1,98
3898,18,90,8,97
3899,22,88,1,91
